,Home->Tools->Power tools->Power tool accessories->Saw blades & accessories,Power tools,Atlas Uni Turbo 300mm,For the cutting of building materials,https://www.homebase.co.uk/atlas-uni-turbo-300mm_p488728,48.49,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1f88686f-8d98-422d-9598-a750109577ba.jpg,Unnamed: 7,488728
1423,Home->Bathrooms & Plumbing->Bathroom furniture suites->Dynamic range->Gloss grey,Bathroom furniture suites,Balterley Dynamic 800mm Wall Hung Vanity Unit with Basin - Gloss Grey,The striking effect of this gloss grey unit creates seamless contrast with our range of polymarble basins.,https://www.homebase.co.uk/balterley-dynamic-800mm-wall-hung-vanity-unit-with-basin-gloss-grey_p503966,390.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/97e420bb-ebed-4233-b52a-ba4eb1cc7894.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/33e05794-efad-4c8c-8c57-f3c4ad8591d9.jpg",,503966
1424,Home->Building & Hardware->Doors & door furniture->Interior doors->Feature,Doors & door furniture,Shaker 1 Panel White Primed Sliding Barn Door with Urban Track 2073 x 862mm,"Enhance your dining, study, kitchen or bedroom areas with this sliding barn door. Supplied pre-primed ready for a final top coat so you can add your own unique flair to mirror your personality. ",https://www.homebase.co.uk/shaker-1-panel-white-primed-sliding-barn-door-with-urban-track-2073-x-862mm_p496888,225.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7b69855e-f153-49c8-9bb6-e0d4baa44310.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/71c74f98-bf5c-484f-814b-249202ea6ece.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a5935191-5c03-4d12-95a8-10605bdd88bf.jpg",,496888
1425,Home->Building & Hardware->Doors & door furniture->Interior doors->Glazed,Doors & door furniture,Inlay Internal Glazed Prefinished Oak 3 Lite Door - 838 x 1981mm,"This stylish glazed internal grey door will add timeless style to a modern home. Inset with a central clear glazed panel for a light and airy space, plus raised moulding and a light grey Inlay to add a detailed touch. Hang it in a living room or dining room, or choose it to complete the look in your study. In prefinished grey, this is an effortless option that you can hang and enjoy, without having to varnish or paint it.",https://www.homebase.co.uk/inlay-internal-glazed-prefinished-oak-3-lite-door-838-x-1981mm_p497370,315.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7d6f54c2-b529-46e9-92f8-3c7126ba72c7.jpg,,497370
1426,Home->Building & Hardware->Doors & door furniture->Interior doors->Glazed,Doors & door furniture,Zeus Internal Glazed Prefinished Walnut 3 Lite Door - 686 x 1981mm,"Zeus is a walnut internal door with bags of personality. From the rich character of the wood grain to the diagonal patterning, from the three clear glazed panels to the raised moulding. Slim glazed panels allow light to pass between rooms, so if natural light is at a premium, this door is a great solution. In pre-finished walnut, it couldn't be easier either, it's ready to hang.",https://www.homebase.co.uk/zeus-internal-glazed-prefinished-walnut-3-lite-door-686-x-1981mm_p498197,329.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/54c52cf0-dd68-47b7-af9e-c6ee90553cda.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9b2b7816-b52a-4212-a50c-5bf2e6c476b8.jpg",,498197
1427,Home->Building & Hardware->Doors & door furniture->Interior doors->Double,Doors & door furniture,Coventry Internal Glazed Prefinished Oak 3 Lite Pair Doors - 1372 x 1981mm,"A pair of modern internal oak French doors, Coventry offers eye-catching style. These doors are designed to separate two areas in a property or create a focal point. Pre-finished and ready to hang for ease and style, they are a great choice when you're looking to allow light to pass between rooms. Think about the Coventry to split a living and dining area, or create an impactful entrance from the hall.",https://www.homebase.co.uk/coventry-internal-glazed-prefinished-oak-3-lite-pair-doors-1372-x-1981mm_p497980,465.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3818b026-65cc-477a-b2b2-f23db18263b5.jpg,,497980
1428,Home->Garden & Outdoor->Garden buildings->Sheds->Wooden sheds->8 x 6ft sheds,Garden buildings,Forest Garden (Installation Included) 8 x 6ft Wooden Overlap Dip Treated No Windows Apex Shed,"The Overlap Dip Treated 8x6 Apex Shed with No Windows from Forest is a secure storage solution that will keep your belongings safe and out of sight. The traditional apex roof, smooth-planed finial and decorative barge boards ensure this shed will look great in any garden and its large size makes it a practical solution for garden storage.",https://www.homebase.co.uk/forest-garden-installation-included-8-x-6ft-wooden-overlap-dip-treated-no-windows-apex-shed_p389194,429.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/01b5fc57-970f-42e4-9006-4a11a9ebcc6c.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/dcf2039f-3d5b-43d6-a38c-7907691d0ffd.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d24688c5-6def-4b73-86ed-4264885b162d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a8be40c0-db35-4138-931d-d49b1100fedf.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4f23f608-a34a-4786-aacc-10e786d077b9.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4a0f5288-3bd8-4197-813d-cccc1e574e6d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a163e9ae-1c37-4194-8d89-bd844595dcf6.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3daacd0a-eadc-483c-b3a2-0bcbf23268c1.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/da5616d8-96ff-47ea-81c7-72c260e2361f.jpg",,389194
1429,Home->Bathrooms & Plumbing->Bathroom furniture suites->Duplex range,Bathroom furniture suites,Balterley Duplex 1350 Mirror Cabinet - Hacienda Black,The Hacienda Black finish features a textured wood grain which softens the harsh black with a range of different tones.,https://www.homebase.co.uk/balterley-duplex-1350-mirror-cabinet-hacienda-black_p504274,290.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/70950157-23ad-47d0-9c87-a5f090973c07.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/483de2f1-4bf9-4039-88ed-0ed603b96e83.jpg",,504274
1430,Home->Tools->Power tools->Power tool accessories->Drill & driver bits,Power tools,Kango 6.5x160mm SDS+ Drill Bit K4P6B160,Toughen up your SDS hammer drill with Kango K4 SDS+ drill bits!,https://www.homebase.co.uk/kango-6-5x160mm-sds-drill-bit-k4p6b160_p397142,9.6,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2c9aef2d-c1d5-4105-b7d6-15eedc0cc01e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/438fe6ab-b897-4dfa-9afd-59f5de7c56cc.jpg",,397142
1431,Home->Bathrooms & Plumbing->Bathroom furniture suites->Dynamic range->Gloss white,Bathroom furniture suites,Balterley Dynamic 1500mm Right Hand WC Combination Unit - Gloss White,The simplistic style of the gloss white finish blends seamlessly with our range of polymarble basins.,https://www.homebase.co.uk/balterley-dynamic-1500mm-right-hand-wc-combination-unit-gloss-white_p503680,600.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ed7b0736-65c4-4d69-9a01-3edff5fe8dfe.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4c07d312-f2b2-4cfd-834d-462dc9c5b129.jpg",,503680
1432,Home->Paint & Decorating->Paint->Specialist paint->Metal paint,Paint,Hammerite White - Hammered Exterior Metal Paint - 250ml,"Hammerite Hammered Exterior metal master is a durable, corrosion resistant decorative coating with a hammered appearance that is smooth to the touch.",https://www.homebase.co.uk/hammerite-white-hammered-exterior-metal-paint-250ml_p208652,10.99,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4486e696-1275-473a-962c-5cade5cdcc59.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e0f2646c-83b9-402a-944f-b40dab665223.jpg",,208652
1433,Home->Tools->Power tools->Power tool accessories->Drill & driver bits,Power tools,Dremel Multipurpose Cutting Bit,"Dremel Multipurpose Cutting Bit cuts wood, plastic, fibreglass, drywall, laminate and vinyl siding.",https://www.homebase.co.uk/dremel-multipurpose-cutting-bit_p534320,6.7,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b78518fb-8a84-4ce6-99e5-539dd4e5324f.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c57afa52-46f1-4e35-a4c7-5d675a1335b2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/42930951-c031-4cfe-8280-7fabfa8b7ea7.jpg",,534320
1434,Home->Kitchens->Kitchen worktops->Edging & joints,Kitchen worktops,Maia Fossil Adhesive Sachet - 75ml,The adhesive sachet is suitable for the application of up to 1.2m of additional edging.,https://www.homebase.co.uk/maia-fossil-adhesive-sachet-75ml_p143101,39.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/21d7ecbc-b098-4e1b-aead-e7bcf5e6288a.jpg,,143101
1435,Home->Paint & Decorating->Paint->Exterior paint->Exterior gloss & satin->Eggshell->2.5L,Paint,Farrow & Ball Eco No.245 Middleton Pink - Exterior Eggshell Paint - 2.5L,Farrow & Ball Eco Exterior Eggshell Paint is a durable and flexible reduced solvent paint.,https://www.homebase.co.uk/farrow-ball-eco-no-245-middleton-pink-exterior-eggshell-paint-2-5l_p328991,69.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cc80e161-792a-480b-b230-9dcb23ddd5d2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/56598528-1d0f-48c9-ad2e-35a344c8ce6c.jpg",,328991
1436,Home->Garden & Outdoor->Garden buildings->Garden storage->Wooden garden storage,Garden buildings,Forest Garden Wooden Shiplap Apex Large Outdoor Store (including assembly),The stylish and spacious Shiplap Large Outdoor Store from Forest is made from high quality interlocking Shiplap Tongue & Groove boards and is ideal for those larger garden items you want to protect from the weather and keep safe. It is a great looking alternative to a conventional shed.,https://www.homebase.co.uk/forest-garden-wooden-shiplap-apex-large-outdoor-store-including-assembly-_p391656,335.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c4a25838-9ed5-450e-b4ff-85880c40b90a.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/71f26ef4-618c-444e-bf34-694624ff1d1e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/0150bb80-cda8-4079-aa53-e869f58ba406.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e2ce655f-f3cf-4676-b916-9ffa8c1ab27b.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/14f9c01d-36f6-4ffe-9d6b-429cedea8dbd.jpg",,391656
1437,Home->Garden & Outdoor->Garden buildings->Garden storage->Wooden garden storage,Garden buildings,Forest Garden Wooden Tall Shiplap Pent Garden Store,"The attractive yet robust Shiplap Tall Garden Store from Forest is perfect for positioning against a wall or fence and with a relatively small footprint it will look stylish in any garden. With a capacity of 750 litres and roof height of just under six foot, it is ideal for storing a wide range of outdoor equipment such as long handled gardening tools, children's toys or folding furniture, keeping your garden neat and free from clutter.",https://www.homebase.co.uk/forest-garden-wooden-tall-shiplap-pent-garden-store_p387704,179.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/64a0dfa8-f0e5-45be-a106-edc52a0cefac.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2fa80ecf-d1b9-4fce-ac3e-d639f7f3c72e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/edf743ff-ad90-4b88-8328-3f70a20f552f.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/111ab99a-847c-4909-8b63-79336036c02e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/377e9d68-e139-476d-8802-34ca33edab74.jpg",,387704
1438,Home->Tools->Power tools->Saws->Circular saws,Power tools,Ryobi ONE+ 18V Circular Saw 165mm R18CS-0 (Tool only),This circular saw from Ryobi is ideal for making straight cuts through all types of wood. Whether it is long rip cuts or shorter cross cuts this cordless 18V saw has you covered.,https://www.homebase.co.uk/ryobi-one-18v-circular-saw-165mm-r18cs-0-tool-only-_p389741,100.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3271c2e5-8b10-4acb-9b40-e2758983f0e2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4437fc70-f1b6-4128-a5fb-8ba683bcea74.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f0fbce04-1403-47cc-b10e-4bf9fbcee8e2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/97646da5-92c3-4e27-baf5-e562b9603f38.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/43cb4d8c-3fbe-4d73-83d7-ec4035cc79f4.jpg",,389741
1439,Home->Garden & Outdoor->Garden buildings->Sheds->Wooden sheds->8 x 6ft sheds,Garden buildings,Mercia 8 x 6ft Light Brown Overlap Pent Wooden Shed,"The Mercia overlap pent wooden garden shed is the most traditional in its appearance, the overlap cladding give a rustic feel to any garden. The 8x6 pent has a sloping roof and is perfect for the smaller garden.  This shed has a single door which is situated on the 8ft width and 1 fixed styrene window which is on the 6ft depth side, the roof and floor are constructed from solid sheet material.",https://www.homebase.co.uk/mercia-8-x-6ft-light-brown-overlap-pent-wooden-shed_p353012,300.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a01594c1-1dfc-4d28-b93b-5e64b6a68396.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/40c808d2-6cd5-44c1-8341-31a13bd35cb7.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ad76942a-4459-4338-ac21-957de7c8f660.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/93f06762-3457-43b5-97ba-2a1dcc28094d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1fc00c88-578d-4a5c-a281-0f1c33b29190.jpg",,353012
1440,Home->Bathrooms & Plumbing->Plumbing->Toilet spares,Plumbing,Part 2 Cistern Float Valve - Brass,Part 2 Cistern Float Valve - Brass.,https://www.homebase.co.uk/part-2-cistern-float-valve-brass_p754960,8.9,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/18c241a5-aee1-4600-9d24-61ec4664f349.jpg,,754960
1441,Home->Bathrooms & Plumbing->Bathroom furniture suites->Harrington range->Grey->Basin units,Bathroom furniture suites,Balterley Harrington 1200mm Cabinet with 3 Tap Hole Grey Double Marble Top - Grey,Add a cool touch of colour to your bathroom with this traditional grey unit.,https://www.homebase.co.uk/balterley-harrington-1200mm-cabinet-with-3-tap-hole-grey-double-marble-top-grey_p504123,1540.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/57c81cea-478e-4eec-b5ac-c7ec3be03521.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c4de45fd-b6fd-4df5-9041-70a04cb061af.jpg",,504123
1442,Home->Tools->Power tools->Power tool accessories->Saw blades & accessories,Power tools,Freud 190x30 Circular Multi Saw Blade 38T,"CSB LP91M for Multi-material Portable Machines/Miter Saw 190x30x2.0x38T Multi material cutting blade. The' Ultimate Blade' is designed for tough applications where cut finish is not vital. Good for nail embedded wood. Trespa , plastics, alumin. Etc.",https://www.homebase.co.uk/freud-190x30-circular-multi-saw-blade-38t_p422781,39.99,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/44aec6b8-cd88-47f2-ae51-9666ca90c0cb.jpg,,422781
1443,Home->Building & Hardware->Doors & door furniture->Exterior doors->French,Doors & door furniture,Model 4 French Door set and 1 Wide Sidelite with Georgian Bars - 1790mm Wide 2090mm High,"This French Door Set features clear glass with internal Georgian bars complete with sidelite kit, steel reinforced PVCu profiles, high security multipoint locking system with shoot bolts and adjustable hinges. Master door to the left when viewed from outside",https://www.homebase.co.uk/model-4-french-door-set-and-1-wide-sidelite-with-georgian-bars-1790mm-wide-2090mm-high_p030219,639.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c97e7c7c-cd9f-471e-9d33-ecd9e658932f.jpg,,30219
1444,Home->Tools->Power tools->Drills->Corded drills,Power tools,Ozito 900W SDS Rotary Hammer Drill,"This Ozito 900W Rotary Hammer Drill is perfect for drilling, hammering and chiselling applications around the home. With an SDS+ accessory fitment, this tool accepts a large range of readily available accessories. ",https://www.homebase.co.uk/ozito-900w-sds-rotary-hammer-drill_p389304,70.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6d712e0e-b468-4e90-971c-94e6deea7d78.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c92a4deb-72de-45f4-af42-cc18cd2d94ec.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c55e694a-51be-42af-a2ac-b87cb6fabe97.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cf9c1c6f-b012-4016-906e-709642190a70.jpg",,389304
1445,Home->Paint & Decorating->Paint->Interior paint->Metal and wood->White paint->Eggshell,Paint,Craig & Rose 1829 Eggshell - Dutch White - 750ml,"Pigmented white with clean clay tones inspired by the Georgian and Regency era. For timeless, peaceful spaces. Use with 1829 White Undercoat.",https://www.homebase.co.uk/craig-rose-1829-eggshell-dutch-white-750ml_p474808,16.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ea65f42c-cab9-4908-a9e7-7b9936be3455.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/411dd245-01d7-40c8-a1fe-927de3fa96cb.jpg",,474808
1446,Home->Building & Hardware->Doors & door furniture->Door numbers & signs->House numbers,Doors & door furniture,Suburban Self Adhesive House Number - 75mm - 8,"Sandleford Stainless Steel Self Adhesive Numerals feature super strong adhesive,which can stick to any surface such as brick, timber, steel, glass, plaster and letterboxes. Simply peel and stick.",https://www.homebase.co.uk/suburban-self-adhesive-house-number-75mm-8_p391209,8.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f86dc1ef-09f5-419e-af79-39f2471398cb.jpg,,391209
1447,Home->Bathrooms & Plumbing->Bathroom furniture suites->Rio range->Hacienda black->Wall hung,Bathroom furniture suites,Balterley Rio 1200mm Wall Hung 2 Drawer Vanity With Double Basin - Hacienda Black,This striking hacienda black finish compliments any modern bathroom to create a designer look.,https://www.homebase.co.uk/balterley-rio-1200mm-wall-hung-2-drawer-vanity-with-double-basin-hacienda-black_p502485,460.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2b9210a9-cf3e-486f-9722-30dca2cde504.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/83450356-a683-4e67-8912-3eb5a0fb5deb.jpg",,502485
